SO     NE     MM     AD     CE     CA     DE     DA     OD
 0  0.130  3.154  3.236  3.074  2.777  3.482  3.171  3.145
 0  0.140  8.595  9.010  8.671  8.150  9.438  8.931  8.903
 0  0.150 16.592 18.047 17.407 17.271 18.476 18.422 18.395
 0  0.160 20.889 23.430 22.448 22.851 23.582 24.110 24.096
 0  0.170 24.387 28.454 26.958 28.117 28.184 29.515 29.510
 0  0.180 26.841 32.819 30.653 32.747 31.978 34.336 34.340
 1  0.180 20.941 24.051 22.788 23.462 23.843 24.716 24.719
 0  0.190 28.082 35.956 33.083 36.075 34.455 37.703 37.709
 1  0.190 24.050 29.074 27.119 28.817 28.296 30.218 30.217
