SO     NE     MM     AD     CE     CA     DE     DA     OD
 0  0.130  2.010  2.056  1.893  1.685  2.228  2.046  1.998
 0  0.140  6.843  7.129  6.713  6.213  7.523  7.028  6.991
 0  0.150 14.592 15.702 14.992 14.668 16.222 15.991 15.953
 0  0.160 18.924 20.924 19.950 20.040 21.282 21.531 21.508
 0  0.170 22.525 25.797 24.423 25.137 25.866 26.802 26.791
 0  0.180 25.113 29.997 28.097 29.617 29.671 31.514 31.516
 1  0.180 19.162 21.628 20.458 20.715 21.720 22.201 22.200
 0  0.190 26.481 32.982 30.525 32.831 32.149 34.860 34.869
 1  0.190 22.406 26.475 24.765 25.908 26.136 27.607 27.604
