SO     NE     MM     AD     CE     CA     DE     DA     OD
 0  0.130  8.662  9.082  9.291  9.078  9.457  9.184  9.186
 0  0.140 15.195 16.564 16.491 16.641 16.721 16.777 16.781
 0  0.150 23.423 27.187 26.050 27.293 26.252 27.333 27.326
 0  0.160 27.431 33.440 31.242 33.390 31.394 33.373 33.372
 0  0.170 30.493 39.470 35.844 39.174 36.003 39.103 39.095
 0  0.180 32.463 44.928 39.603 44.295 39.793 44.204 44.190
 1  0.180 26.816 34.092 30.966 33.890 31.114 33.746 33.756
 0  0.190 33.267 49.006 42.029 47.985 42.241 47.646 47.618
 1  0.190 29.410 40.297 35.365 39.697 35.573 39.541 39.532
