SO     NE     MM     AD     CE     CA     DA     OD
 0  0.140  3.405  3.512  3.099  2.838  3.525  3.394
 0  0.150 10.140 10.720  9.833  9.409 10.883 10.795
 0  0.160 14.413 15.561 14.442 14.154 15.939 15.880
 0  0.170 18.177 20.170 18.778 18.816 20.875 20.841
 0  0.180 21.035 24.132 22.395 22.946 25.247 25.236
 1  0.180 15.040 16.490 15.288 15.004 16.793 16.779
 0  0.190 22.682 26.914 24.815 25.910 28.434 28.440
 1  0.190 18.539 21.071 19.515 19.777 21.845 21.835
